Source	Character	Field	OldValue	NewValue
cs	淺	keywords		shallow (old)
cs	淺	comment		This is an old form of 浅 (shallow)
cs	戰	keywords		war (old)
cs	戰	comment		This is an old form of 戦 (war)
cs	踐	keywords		tread (old)
cs	踐	comment		This is an old form of 践 (tread)
cs	錢	keywords		coin (old)
cs	錢	comment		This is an old form of 銭 (coin)
cs	潛	keywords		submerge (old)
cs	潛	comment		This is an old form of 潜 (submerge)
cs	纖	keywords		slender (old)
cs	纖	comment		This is an old form of 繊 (slender)
cs	禪	keywords		Zen (old)
cs	禪	comment		This is an old form of 禅 (Zen)
cs	祖	keywords		ancestor (old)
cs	祖	comment		This is an old form of 祖 (ancestor)
cs	雙	keywords		pair (old)
cs	雙	comment		This is an old form of 双 (pair)
cs	壯	keywords		robust (old)
cs	壯	comment		This is an old form of 壮 (robust)
cs	爭	keywords		contend (old)
cs	爭	comment		This is an old form of 争 (contend)
cs	莊	keywords		villa (old)
cs	莊	comment		This is an old form of 荘 (villa)
cs	搜	keywords		search (old)
cs	搜	comment		This is an old form of 捜 (search)
cs	插	keywords		insert (old)
cs	插	comment		This is an old form of 挿 (insert)
cs	巢	keywords		nest (old)
cs	巢	comment		This is an old form of 巣 (nest)
cs	曾	keywords		formerly (old)
cs	曾	comment		This is an old form of 曽 (formerly)
cs	瘦	keywords		lose weight (old)
cs	瘦	comment		This is an old form of 痩 (lose weight)
cs	裝	keywords		attire (old)
cs	裝	comment		This is an old form of 装 (attire)
cs	僧	keywords		Buddhist priest (old)
cs	僧	comment		This is an old form of 僧 (Buddhist priest)
cs	層	keywords		stratum (old)
cs	層	comment		This is an old form of 層 (stratum)
cs	總	keywords		general (old)
cs	總	comment		This is an old form of 総 (general)
cs	騷	keywords		boisterous (old)
cs	騷	comment		This is an old form of 騒 (boisterous)
cs	增	keywords		increase (old)
cs	增	comment		This is an old form of 増 (increase)
cs	憎	keywords		hate (old)
cs	憎	comment		This is an old form of 憎 (hate)
cs	藏	keywords		storehouse (old)
cs	藏	comment		This is an old form of 蔵 (storehouse)
cs	贈	keywords		presents (old)
cs	贈	comment		This is an old form of 贈 (presents)
cs	臟	keywords		entrails (old)
cs	臟	comment		This is an old form of 臓 (entrails)
cs	卽	keywords		instant (old)
cs	卽	comment		This is an old form of 即 (instant)
cs	屬	keywords		belong (old)
cs	屬	comment		This is an old form of 属 (belong)
cs	墮	keywords		degenerate (old)
cs	墮	comment		This is an old form of 堕 (degenerate)
cs	對	keywords		vis-a-vis (old)
cs	對	comment		This is an old form of 対 (vis-a-vis)
cs	體	keywords		body (old)
cs	體	comment		This is an old form of 体 (body)
cs	帶	keywords		sash (old)
cs	帶	comment		This is an old form of 帯 (sash)
cs	滯	keywords		stagnate (old)
cs	滯	comment		This is an old form of 滞 (stagnate)
cs	臺	keywords		pedestal (old)
cs	臺	comment		This is an old form of 台 (pedestal)
cs	擇	keywords		choose (old)
cs	擇	comment		This is an old form of 択 (choose)

# Adding placeholder Shinjitai 脱 -> Kyuujitai 脫 kanji
k	脫	radicals		
cs	脫	keywords		undress (old)
cs	脫	comment		This is an old form of 脱 (undress)
cs	擔	keywords		shouldering (old)
cs	擔	comment		This is an old form of 担 (shouldering)
cs	單	keywords		simple (old)
cs	單	comment		This is an old form of 単 (simple)
cs	膽	keywords		gall bladder (old)
cs	膽	comment		This is an old form of 胆 (gall bladder)
cs	嘆	keywords		sigh (old)
cs	嘆	comment		This is an old form of 嘆 (sigh)
cs	團	keywords		group (old)
cs	團	comment		This is an old form of 団 (group)
cs	斷	keywords		severance (old)
cs	斷	comment		This is an old form of 断 (severance)
cs	彈	keywords		bullet (old)
cs	彈	comment		This is an old form of 弾 (bullet)
cs	遲	keywords		slow (old)
cs	遲	comment		This is an old form of 遅 (slow)
cs	癡	keywords		stupid (old)
cs	癡	comment		This is an old form of 痴 (stupid)
cs	蟲	keywords		insect (old)
cs	蟲	comment		This is an old form of 虫 (insect)
cs	晝	keywords		daytime (old)
cs	晝	comment		This is an old form of 昼 (daytime)
cs	鑄	keywords		casting (old)
cs	鑄	comment		This is an old form of 鋳 (casting)

# Adding placeholder Shinjitai 著 -> Kyuujitai 著 kanji
k	著	radicals		
cs	著	keywords		renowned (old)
cs	著	comment		This is an old form of 著 (renowned)
cs	廳	keywords		government office (old)
cs	廳	comment		This is an old form of 庁 (government office)
cs	徵	keywords		indications (old)
cs	徵	comment		This is an old form of 徴 (indications)
cs	聽	keywords		listen (old)
cs	聽	comment		This is an old form of 聴 (listen)
cs	懲	keywords		penal (old)
cs	懲	comment		This is an old form of 懲 (penal)
cs	敕	keywords		imperial order (old)
cs	敕	comment		This is an old form of 勅 (imperial order)
cs	鎭	keywords		tranquillize (old)
cs	鎭	comment		This is an old form of 鎮 (tranquillize)

# Adding placeholder Shinjitai 塚 -> Kyuujitai 塚 kanji
k	塚	radicals		
cs	塚	keywords		hillock (old)
cs	塚	comment		This is an old form of 塚 (hillock)
cs	遞	keywords		parcel post (old)
cs	遞	comment		This is an old form of 逓 (parcel post)
cs	鐵	keywords		iron (old)
cs	鐵	comment		This is an old form of 鉄 (iron)
cs	點	keywords		spot (old)
cs	點	comment		This is an old form of 点 (spot)
cs	轉	keywords		revolve (old)
cs	轉	comment		This is an old form of 転 (revolve)
cs	傳	keywords		transmit (old)
cs	傳	comment		This is an old form of 伝 (transmit)
cs	都	keywords		metropolis (old)
cs	都	comment		This is an old form of 都 (metropolis)
cs	當	keywords		hit (old)
cs	當	comment		This is an old form of 当 (hit)
cs	黨	keywords		party (old)
cs	黨	comment		This is an old form of 党 (party)
cs	盜	keywords		steal (old)
cs	盜	comment		This is an old form of 盗 (steal)
cs	稻	keywords		rice plant (old)
cs	稻	comment		This is an old form of 稲 (rice plant)
cs	鬭	keywords		fight (old)
cs	鬭	comment		This is an old form of 闘 (fight)
cs	德	keywords		benevolence (old)
cs	德	comment		This is an old form of 徳 (benevolence)
cs	獨	keywords		single (old)
cs	獨	comment		This is an old form of 独 (single)
cs	突	keywords		stab (old)
cs	突	comment		This is an old form of 突 (stab)
cs	屆	keywords		deliver (old)
cs	屆	comment		This is an old form of 届 (deliver)

# Skipping shinjitai 内 -> Kyuujitai 內 because listed as alternative
cs	難	keywords		difficult (old)
cs	難	comment		This is an old form of 難 (difficult)
cs	貳	keywords		II (two) (old)
cs	貳	comment		This is an old form of 弐 (II (two))
cs	惱	keywords		trouble (old)
cs	惱	comment		This is an old form of 悩 (trouble)
cs	腦	keywords		brain (old)
cs	腦	comment		This is an old form of 脳 (brain)
cs	霸	keywords		hegemony (old)
cs	霸	comment		This is an old form of 覇 (hegemony)
cs	拜	keywords		worship (old)
cs	拜	comment		This is an old form of 拝 (worship)
cs	廢	keywords		abolish (old)
cs	廢	comment		This is an old form of 廃 (abolish)
cs	梅	keywords		plum (old)
cs	梅	comment		This is an old form of 梅 (plum)
cs	麥	keywords		barley (old)
cs	麥	comment		This is an old form of 麦 (barley)
cs	發	keywords		discharge (old)
cs	發	comment		This is an old form of 発 (discharge)
cs	髮	keywords		hair of the head (old)
cs	髮	comment		This is an old form of 髪 (hair of the head)
cs	拔	keywords		slip out (old)
cs	拔	comment		This is an old form of 抜 (slip out)

# Adding placeholder Shinjitai 飯 -> Kyuujitai 飯 kanji
k	飯	radicals		
cs	飯	keywords		meal (old)
cs	飯	comment		This is an old form of 飯 (meal)
cs	繁	keywords		luxuriant (old)
cs	繁	comment		This is an old form of 繁 (luxuriant)
cs	晚	keywords		nightfall (old)
cs	晚	comment		This is an old form of 晩 (nightfall)
cs	蠻	keywords		barbarian (old)
cs	蠻	comment		This is an old form of 蛮 (barbarian)
cs	卑	keywords		lowly (old)
cs	卑	comment		This is an old form of 卑 (lowly)
cs	祕	keywords		secret (old)
cs	祕	comment		This is an old form of 秘 (secret)
cs	碑	keywords		tombstone (old)
cs	碑	comment		This is an old form of 碑 (tombstone)
cs	濱	keywords		seacoast (old)
cs	濱	comment		This is an old form of 浜 (seacoast)
cs	賓	keywords		V.I.P. (old)
cs	賓	comment		This is an old form of 賓 (V.I.P.)
cs	頻	keywords		repeatedly (old)
cs	頻	comment		This is an old form of 頻 (repeatedly)
cs	敏	keywords		cleverness (old)
cs	敏	comment		This is an old form of 敏 (cleverness)
cs	甁	keywords		flower pot (old)
cs	甁	comment		This is an old form of 瓶 (flower pot)
cs	侮	keywords		scorn (old)
cs	侮	comment		This is an old form of 侮 (scorn)
cs	福	keywords		blessing (old)
cs	福	comment		This is an old form of 福 (blessing)
cs	拂	keywords		pay (old)
cs	拂	comment		This is an old form of 払 (pay)
cs	佛	keywords		Buddha (old)
cs	佛	comment		This is an old form of 仏 (Buddha)
cs	倂	keywords		join (old)
cs	倂	comment		This is an old form of 併 (join)
cs	竝	keywords		row (old)
cs	竝	comment		This is an old form of 並 (row)
cs	塀	keywords		fence (old)
cs	塀	comment		This is an old form of 塀 (fence)
cs	餠	keywords		mochi (old)
cs	餠	comment		This is an old form of 餅 (mochi)
cs	邊	keywords		environs (old)
cs	邊	comment		This is an old form of 辺 (environs)
cs	變	keywords		unusual (old)
cs	變	comment		This is an old form of 変 (unusual)
cs	勉	keywords		exertion (old)
cs	勉	comment		This is an old form of 勉 (exertion)
cs	步	keywords		walk (old)
cs	步	comment		This is an old form of 歩 (walk)
cs	舖	keywords		shop (old)
cs	舖	comment		This is an old form of 舗 (shop)
cs	寶	keywords		treasure (old)
cs	寶	comment		This is an old form of 宝 (treasure)
cs	豐	keywords		bountiful (old)
cs	豐	comment		This is an old form of 豊 (bountiful)
cs	襃	keywords		praise (old)
cs	襃	comment		This is an old form of 褒 (praise)
cs	墨	keywords		black ink (old)
cs	墨	comment		This is an old form of 墨 (black ink)
cs	沒	keywords		drown (old)
cs	沒	comment		This is an old form of 没 (drown)
cs	飜	keywords		flip (old)
cs	飜	comment		This is an old form of 翻 (flip)
cs	每	keywords		every (old)
cs	每	comment		This is an old form of 毎 (every)
cs	滿	keywords		full (old)
cs	滿	comment		This is an old form of 満 (full)
cs	免	keywords		excuse (old)
cs	免	comment		This is an old form of 免 (excuse)
cs	麵	keywords		noodles (old)
cs	麵	comment		This is an old form of 麺 (noodles)
cs	默	keywords		silence (old)
cs	默	comment		This is an old form of 黙 (silence)
cs	彌	keywords		more and more (old)
cs	彌	comment		This is an old form of 弥 (more and more)
cs	譯	keywords		translate (old)
cs	譯	comment		This is an old form of 訳 (translate)
cs	藥	keywords		medicine (old)
cs	藥	comment		This is an old form of 薬 (medicine)
cs	與	keywords		bestow (old)
cs	與	comment		This is an old form of 与 (bestow)
cs	豫	keywords		beforehand (old)
cs	豫	comment		This is an old form of 予 (beforehand)
cs	餘	keywords		too much (old)
cs	餘	comment		This is an old form of 余 (too much)
cs	譽	keywords		reputation (old)
cs	譽	comment		This is an old form of 誉 (reputation)
cs	搖	keywords		swing (old)
cs	搖	comment		This is an old form of 揺 (swing)
cs	樣	keywords		Esq. (old)
cs	樣	comment		This is an old form of 様 (Esq.)
cs	謠	keywords		Noh chanting (old)
cs	謠	comment		This is an old form of 謡 (Noh chanting)
cs	來	keywords		come (old)
cs	來	comment		This is an old form of 来 (come)
cs	賴	keywords		trust (old)
cs	賴	comment		This is an old form of 頼 (trust)
cs	亂	keywords		riot (old)
cs	亂	comment		This is an old form of 乱 (riot)
cs	覽	keywords		perusal (old)
cs	覽	comment		This is an old form of 覧 (perusal)
cs	欄	keywords		column (old)
cs	欄	comment		This is an old form of 欄 (column)
cs	隆	keywords		hump (old)
cs	隆	comment		This is an old form of 隆 (hump)

# Adding placeholder Shinjitai 旅 -> Kyuujitai 旅 kanji
k	旅	radicals		
cs	旅	keywords		trip (old)
cs	旅	comment		This is an old form of 旅 (trip)
cs	虜	keywords		captive (old)
cs	虜	comment		This is an old form of 虜 (captive)
cs	兩	keywords		both (old)
cs	兩	comment		This is an old form of 両 (both)
cs	獵	keywords		game hunting (old)
cs	獵	comment		This is an old form of 猟 (game hunting)
cs	綠	keywords		green (old)
cs	綠	comment		This is an old form of 緑 (green)
cs	淚	keywords		tears (old)
cs	淚	comment		This is an old form of 涙 (tears)
cs	壘	keywords		bases (old)
cs	壘	comment		This is an old form of 塁 (bases)
cs	類	keywords		sort (old)
cs	類	comment		This is an old form of 類 (sort)
cs	禮	keywords		salutation (old)
cs	禮	comment		This is an old form of 礼 (salutation)
cs	勵	keywords		encourage (old)
cs	勵	comment		This is an old form of 励 (encourage)
cs	戾	keywords		re- (old)
cs	戾	comment		This is an old form of 戻 (re-)
cs	靈	keywords		spirits (old)
cs	靈	comment		This is an old form of 霊 (spirits)
cs	隸	keywords		slave (old)
cs	隸	comment		This is an old form of 隷 (slave)
cs	齡	keywords		age (old)
cs	齡	comment		This is an old form of 齢 (age)
cs	曆	keywords		calendar (old)
cs	曆	comment		This is an old form of 暦 (calendar)
cs	歷	keywords		curriculum (old)
cs	歷	comment		This is an old form of 歴 (curriculum)
cs	戀	keywords		romance (old)
cs	戀	comment		This is an old form of 恋 (romance)

# Adding placeholder Shinjitai 連 -> Kyuujitai 連 kanji
k	連	radicals		
cs	連	keywords		take along (old)
cs	連	comment		This is an old form of 連 (take along)

# Adding placeholder Shinjitai 廉 -> Kyuujitai 廉 kanji
k	廉	radicals		
cs	廉	keywords		bargain (old)
cs	廉	comment		This is an old form of 廉 (bargain)
cs	練	keywords		practice (old)
cs	練	comment		This is an old form of 練 (practice)
cs	鍊	keywords		tempering (old)
cs	鍊	comment		This is an old form of 錬 (tempering)
cs	爐	keywords		hearth (old)
cs	爐	comment		This is an old form of 炉 (hearth)
cs	勞	keywords		labor (old)
cs	勞	comment		This is an old form of 労 (labor)
cs	郞	keywords		son (old)
cs	郞	comment		This is an old form of 郎 (son)
cs	朗	keywords		melodious (old)
cs	朗	comment		This is an old form of 朗 (melodious)
cs	廊	keywords		corridor (old)
cs	廊	comment		This is an old form of 廊 (corridor)
cs	樓	keywords		watchtower (old)
cs	樓	comment		This is an old form of 楼 (watchtower)
cs	錄	keywords		record (old)
cs	錄	comment		This is an old form of 録 (record)
cs	灣	keywords		gulf (old)
cs	灣	comment		This is an old form of 湾 (gulf)
cs	堯	keywords		lofty (old)
cs	堯	comment		This is an old form of 尭 (lofty)
cs	巖	keywords		boulder (old) (old)
cs	巖	comment		This is an old form of 巌 (boulder (old))
cs	摑	keywords		clutch (old)
cs	摑	comment		This is an old form of 掴 (clutch)

# Skipping shinjitai 彦 -> Kyuujitai 彥 because listed as alternative
cs	槇	keywords		black pine (old)
cs	槇	comment		This is an old form of 槙 (black pine)
cs	渚	keywords		strand (old)
cs	渚	comment		This is an old form of 渚 (strand)

# Adding placeholder Shinjitai 猪 -> Kyuujitai 猪 kanji
k	猪	radicals		
cs	猪	keywords		boar (old)
cs	猪	comment		This is an old form of 猪 (boar)
cs	琢	keywords		hone (old)
cs	琢	comment		This is an old form of 琢 (hone)
cs	瑤	keywords		precious stone (old)
cs	瑤	comment		This is an old form of 瑶 (precious stone)
cs	禰	keywords		ancestral shrine (old)
cs	禰	comment		This is an old form of 祢 (ancestral shrine)
cs	祐	keywords		ancestral tablet (old)
cs	祐	comment		This is an old form of 祐 (ancestral tablet)
cs	禱	keywords		beseech (old)
cs	禱	comment		This is an old form of 祷 (beseech)
cs	祿	keywords		salarium (old)
cs	祿	comment		This is an old form of 禄 (salarium)
cs	禎	keywords		felicitation (old)
cs	禎	comment		This is an old form of 禎 (felicitation)
cs	穰	keywords		bumper crop (old)
cs	穰	comment		This is an old form of 穣 (bumper crop)
cs	簞	keywords		rattan box (old)
cs	簞	comment		This is an old form of 箪 (rattan box)
cs	聰	keywords		attentive (old)
cs	聰	comment		This is an old form of 聡 (attentive)

# Adding placeholder Shinjitai 蓮 -> Kyuujitai 蓮 kanji
k	蓮	radicals		
cs	蓮	keywords		lotus (old)
cs	蓮	comment		This is an old form of 蓮 (lotus)

# Adding placeholder Shinjitai 蘭 -> Kyuujitai 蘭 kanji
k	蘭	radicals		
cs	蘭	keywords		orchid (old)
cs	蘭	comment		This is an old form of 蘭 (orchid)
cs	遙	keywords		far off (old)
cs	遙	comment		This is an old form of 遥 (far off)

# Adding placeholder Shinjitai 遼 -> Kyuujitai 遼 kanji
k	遼	radicals		
cs	遼	keywords		faraway (old)
cs	遼	comment		This is an old form of 遼 (faraway)

# Adding placeholder Shinjitai 靖 -> Kyuujitai 靖 kanji
k	靖	radicals		
cs	靖	keywords		repose (old)
cs	靖	comment		This is an old form of 靖 (repose)
cs	蘒	comment		This is an old form of 蘒 (None)
cs	啞	keywords		babble (old)
cs	啞	comment		This is an old form of 唖 (babble)
cs	噓	keywords		fib (old)
cs	噓	comment		This is an old form of 嘘 (fib)
cs	軀	keywords		body (old) (old)
cs	軀	comment		This is an old form of 躯 (body (old))
cs	鶯	keywords		nightingale (old)
cs	鶯	comment		This is an old form of 鴬 (nightingale)
cs	攪	keywords		churn up (old)
cs	攪	comment		This is an old form of 撹 (churn up)
cs	麴	keywords		malt (old)
cs	麴	comment		This is an old form of 麹 (malt)
cs	鹼	keywords		lye (old)
cs	鹼	comment		This is an old form of 鹸 (lye)
cs	嚙	keywords		chew (old)
cs	嚙	comment		This is an old form of 噛 (chew)
cs	繡	keywords		embroidery (old)
cs	繡	comment		This is an old form of 繍 (embroidery)
cs	蔣	comment		This is an old form of 蒋 (None)
cs	醬	keywords		soy sauce (old)
cs	醬	comment		This is an old form of 醤 (soy sauce)
cs	搔	keywords		scratch (old)
cs	搔	comment		This is an old form of 掻 (scratch)
cs	屛	keywords		folding screen (old)
cs	屛	comment		This is an old form of 屏 (folding screen)
cs	幷	keywords		puzzle (old)
cs	幷	comment		This is an old form of 并 (puzzle)
cs	蘆	keywords		hollow reed (old)
cs	蘆	comment		This is an old form of 芦 (hollow reed)
cs	蠟	keywords		wax (old)
cs	蠟	comment		This is an old form of 蝋 (wax)
cs	彎	comment		This is an old form of 弯 (None)
cs	焰	keywords		flames (old)
cs	焰	comment		This is an old form of 焔 (flames)
cs	礦	comment		This is an old form of 砿 (None)
cs	讚	keywords		compliment (old)
cs	讚	comment		This is an old form of 讃 (compliment)
cs	顚	keywords		overturn (old)
cs	顚	comment		This is an old form of 顛 (overturn)
cs	巓	comment		This is an old form of 巔 (None)
cs	醱	comment		This is an old form of 醗 (None)
cs	潑	keywords		spray (old)
cs	潑	comment		This is an old form of 溌 (spray)
cs	輛	comment		This is an old form of 輌 (None)
cs	繫	keywords		link up (old)
cs	繫	comment		This is an old form of 繋 (link up)
cs	儘	keywords		as is (old)
cs	儘	comment		This is an old form of 侭 (as is)
cs	藪	keywords		quack (old)
cs	藪	comment		This is an old form of 薮 (quack)
cs	蠅	keywords		housefly (old)
cs	蠅	comment		This is an old form of 蝿 (housefly)
cs	嬀	comment		This is an old form of 媯 (None)
cs	驒	keywords		piebald (old)
cs	驒	comment		This is an old form of 騨 (piebald)
cs	凜	keywords		stately (old)
cs	凜	comment		This is an old form of 凛 (stately)
cs	晄	keywords		limpid (old)
cs	晄	comment		This is an old form of 晃 (limpid)
cs	晉	keywords		progress (old)
cs	晉	comment		This is an old form of 晋 (progress)
cs	萠	keywords		germinate (old)
cs	萠	comment		This is an old form of 萌 (germinate)
